"id";"text";"created_at";"author_id";"author_name";"like_count";"retweet_count";"quote_count";"reply_count";"reference_type";"referenced_tweet_id";"referenced_tweet_author_id"
"1226199970182770693";"RT @jairbolsonaro: Mais uma companhia aérea estrangeira interessada no nosso mercado, INCLUSIVE EM ROTAS REGIONAIS. Espanhola Air Nostrum a…";"2020-02-08T17:43:49.000Z";"2473664184";"Bolsonaro 2022 3️⃣8️⃣🔰";"0";"4368";"0";"0";"retweeted";"1225827747777433602";"128372940"
"1226199948380770304";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T17:43:44.000Z";"1225516594786381832";"Jonyuwu";"0";"7020";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226199943666376704";"RT @jairbolsonaro: - Operação Regresso.
- Decolando rumo ao Brasil. https://t.co/xcm2qnWJ1X";"2020-02-08T17:43:42.000Z";"1041144655";"Valentina 🇧🇷🔰🌎🔰";"0";"3160";"0";"0";"retweeted";"1225903982301843457";"128372940"
"1226199910959255559";"RT @Haddad_Fernando: De que Guedes chamaria um servidor público que ficou 28 anos sem trabalhar e ainda “rachava” o salário dos funcionário…";"2020-02-08T17:43:35.000Z";"1170908976898367489";"Jennerson Vegan☭";"0";"3336";"0";"0";"retweeted";"1225887973469773824";"354095556"
"1226199896363085825";"RT @jairbolsonaro: 1- @CGUonline combate desvios na aquisição de alimentos para merenda escolar no MS. 

2- OperaçãoEspecial: CGU, MPF e @p…";"2020-02-08T17:43:31.000Z";"1204588545354190849";"Eliaquim Rocha";"0";"2046";"0";"0";"retweeted";"1225921664002686976";"128372940"
"1226199881682911232";"RT @LulaOficial: Quero convidar todos que estão no Rio pra participar das atividades do Festival #PT40anos. Tem muita gente boa debatendo h…";"2020-02-08T17:43:28.000Z";"830750122422235136";"Luquinhas 🚩";"0";"1078";"0";"0";"retweeted";"1226140522718400512";"2670726740"
"1226199840209633282";"RT @LulaOficial: Quero convidar todos que estão no Rio pra participar das atividades do Festival #PT40anos. Tem muita gente boa debatendo h…";"2020-02-08T17:43:18.000Z";"1102203442544689152";"Agora é LULA 13🚩🇧🇷🚩🇧🇷";"0";"1078";"0";"0";"retweeted";"1226140522718400512";"2670726740"
"1226199824036442113";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T17:43:14.000Z";"39130632";"🇧🇷denise🇧🇷 Fiel ao presidente até o fim";"0";"7020";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226199733070422027";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T17:42:52.000Z";"1969289610";"_Dea_😍🐶🥰";"0";"7020";"0";"0";"retweeted";"1225954957263855617";"128372940"
"1226199712459522049";"RT @LulaOficial: Quero convidar todos que estão no Rio pra participar das atividades do Festival #PT40anos. Tem muita gente boa debatendo h…";"2020-02-08T17:42:47.000Z";"6973252";"fluminense 🇧🇷 🇦🇷";"0";"1078";"0";"0";"retweeted";"1226140522718400512";"2670726740"
"1226199709926219777";"RT @jairbolsonaro: O @MInfraestrutura @tarcisiogdf prevê investimentos de R$ 30 bilhões para ampliar a malha ferroviária do país nos próxim…";"2020-02-08T17:42:47.000Z";"77910984";"LucasSilva 🇧🇷";"0";"3817";"0";"0";"retweeted";"1226108292482682881";"128372940"
"1226199701575344134";"RT @jairbolsonaro: O @MInfraestrutura @tarcisiogdf prevê investimentos de R$ 30 bilhões para ampliar a malha ferroviária do país nos próxim…";"2020-02-08T17:42:45.000Z";"79206907";"George T. Pinheiro";"0";"3817";"0";"0";"retweeted";"1226108292482682881";"128372940"
"1226199682721996800";"RT @jairbolsonaro: - Homenagem 'Anime'.
- Parabéns ao autor pelo talento e muito obrigado pelo apoio! 👍
- A todos um excelente fim de seman…";"2020-02-08T17:42:40.000Z";"189688913";"leila trautvein ribe";"0";"7020";"0";"0";"retweeted";"1225954957263855617";"128372940"
