"id";"text";"created_at";"author_id";"author_name";"like_count";"retweet_count";"quote_count";"reply_count";"reference_type";"referenced_tweet_id";"referenced_tweet_author_id"
"1235140369215610880";"RT @jairbolsonaro: Risco-país do Brasil cai a 111 pontos após corte de juros do Fed. Mesmo com as variações econômicas mundiais, com o Gove…";"2020-03-04T09:49:46.000Z";"203769775";"Hugo Montenegro";"0";"5445";"0";"0";"retweeted";"1234906758138728448";"128372940"
"1235140349456199681";"RT @jairbolsonaro: Nossa solidariedade aos familiares das vítimas das intensas chuvas em Santos, São Vicente e Guarujá. Em contato com os P…";"2020-03-04T09:49:41.000Z";"148839408";"Marcus Martinho";"0";"2853";"0";"0";"retweeted";"1235028001403703296";"128372940"
"1235140343156355072";"RT @jairbolsonaro: - Visita do Presidente da Fundação Palmares, @sergiodireita1 (Sérgio Camargo). https://t.co/29rfTCI1c2";"2020-03-04T09:49:40.000Z";"906157538680475648";"Nunca nem vi";"0";"2902";"0";"0";"retweeted";"1234954729509343234";"128372940"
"1235140315125895169";"RT @jairbolsonaro: - Não houve qualquer negociação em cima dos 30 bilhões. A proposta orçamentária original do Governo foi 100% mantida

-…";"2020-03-04T09:49:33.000Z";"2861647305";"Jorge Marques ∴ 🇧🇷";"0";"7659";"0";"0";"retweeted";"1234966672236257286";"128372940"
"1235140300407963650";"RT @jairbolsonaro: - Não houve qualquer negociação em cima dos 30 bilhões. A proposta orçamentária original do Governo foi 100% mantida

-…";"2020-03-04T09:49:30.000Z";"1174618853760012288";"Charles Brandão";"0";"7659";"0";"0";"retweeted";"1234966672236257286";"128372940"
"1235140204471689217";"RT @jairbolsonaro: - Visita do Presidente da Fundação Palmares, @sergiodireita1 (Sérgio Camargo). https://t.co/29rfTCI1c2";"2020-03-04T09:49:07.000Z";"1231928319173677056";"Nelly Martins.S";"0";"2902";"0";"0";"retweeted";"1234954729509343234";"128372940"
"1235140203779690496";"RT @jairbolsonaro: Nossa solidariedade aos familiares das vítimas das intensas chuvas em Santos, São Vicente e Guarujá. Em contato com os P…";"2020-03-04T09:49:07.000Z";"1025163269336653825";"likearose #FechadocomBolsonaro";"0";"2853";"0";"0";"retweeted";"1235028001403703296";"128372940"
"1235140190580199424";"RT @jairbolsonaro: Juntamente com temas citados em nossa timeline, segue um pequeno resumo de fatos da semana: @secomvc 👍 https://t.co/Sd2D…";"2020-03-04T09:49:03.000Z";"2531590366";"Antonio Rubens";"0";"5516";"0";"0";"retweeted";"1234227270807457793";"128372940"
"1235140175484850176";"RT @jairbolsonaro: Nossa solidariedade aos familiares das vítimas das intensas chuvas em Santos, São Vicente e Guarujá. Em contato com os P…";"2020-03-04T09:49:00.000Z";"127784332";"Marcio Claro";"0";"2853";"0";"0";"retweeted";"1235028001403703296";"128372940"
"1235140110045319168";"RT @jairbolsonaro: Os livros didáticos já foram entregues pelo Brasil. E, este ano, com uma novidade: um informativo sobre os direitos que…";"2020-03-04T09:48:44.000Z";"790319264108601344";"Hélia";"0";"3449";"0";"0";"retweeted";"1234855124247379975";"128372940"
